term,index,definition
plan sponsor,title-26_subtitle-D_chapter-34_subchapter-B_section-4376_subsection-b,"means— (A) the employer in the case of a plan established or maintained by a single employer, (B) the employee organization in the case of a plan established or maintained by an employee organization, (C) in the case of— (i) a plan established or maintained by 2 or more employers or jointly by 1 or more employers and 1 or more employee organizations, (ii) a multiple employer welfare arrangement, or (iii) a voluntary employees' beneficiary association described in section 501(c)(9), the association, committee, joint board of trustees, or other similar group of representatives of the parties who establish or maintain the plan, or (D) the cooperative or association described in subsection (c)(2)(F) in the case of a plan established or maintained by such a cooperative or association."
plan sponsor,title-26_subtitle-D_chapter-43_section-4971_subsection-g,meaning given such term by section 432(j)(9).
purchase price,title-26_subtitle-A_chapter-1_subchapter-A_part-IV_subpart-C_section-36_subsection-c,means the adjusted basis of the principal residence on the date such residence is purchased.
inactive duty training,title-26_subtitle-C_chapter-21_subchapter-C_section-3121_subsection-m,"means ""inactive duty training"" as described in paragraph (23) of such section 101."
qualified joint interest,title-26_subtitle-B_chapter-11_subchapter-A_part-III_section-2040_subsection-b,"means any interest in property held by the decedent and the decedent's spouse as— (A) tenants by the entirety, or (B) joint tenants with right of survivorship, but only if the decedent and the spouse of the decedent are the only joint tenants."
industrial carbon dioxide facility,title-26_subtitle-A_chapter-1_subchapter-B_part-IV_subpart-A_section-142_subsection-o,means a facility that emits carbon dioxide (including from any fugitive emissions source) that is created as a result of any of the following processes: (I) Fuel combustion.
sale,title-26_subtitle-A_chapter-1_subchapter-M_part-II_section-857_subsection-b,"does not include any transaction in which the net selling price is less than $10,000."
sale,title-26_subtitle-A_chapter-1_subchapter-N_part-I_section-865_subsection-i,includes an exchange or any other disposition.
spread gain funding method,title-26_subtitle-A_chapter-1_subchapter-D_part-III_subpart-A_section-433_subsection-j,meaning given such term under rules and forms issued by the Secretary.
converted wetland,title-26_subtitle-A_chapter-1_subchapter-P_part-IV_section-1257_subsection-c,means any converted wetland (as defined in section 1201(a)(7) of the Food Security Act of 1985 (16 U.
load loss transaction,title-26_subtitle-A_chapter-1_subchapter-F_part-I_section-501_subsection-c,means any wholesale or retail sale of electric energy (other than to members) to the extent that the aggregate sales during the recovery period do not exceed the load loss mitigation sales limit for such period.
transferor's unsatisfied withholding liability,title-26_subtitle-A_chapter-3_subchapter-A_section-1445_subsection-f,"means the withholding obligation imposed by this section on the transferor's acquisition of the United States real property interest or on the acquisition of a predecessor interest, to the extent such obligation has not been satisfied."
year,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-408_subsection-k,"means— (i) the calendar year, or (ii) if the employer elects, subject to such terms and conditions as the Secretary may prescribe, to maintain the simplified employee pension on the basis of the employer's taxable year."
year,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-408_subsection-p,means the calendar year.
year,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-410_subsection-a,means the period used in computations pursuant to paragraph (3).
year,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-B_section-411_subsection-a,means the period used in computations pursuant to paragraph (5).
year,title-26_subtitle-D_chapter-36_subchapter-D_section-4482_subsection-c,means the one-year period beginning on July 1.
foreclosure property,title-26_subtitle-A_chapter-1_subchapter-F_part-III_section-514_subsection-c,"means any real property acquired by the financial institution as the result of having bid on such property at foreclosure, or by operation of an agreement or process of law, after there was a default (or a default was imminent) on indebtedness which such property secured."
