term,type,index,definition
section 1254 property,Concept,title-26_subtitle-A_chapter-1_subchapter-P_part-IV_section-1254_subsection-a,"means any property (within the meaning of section 614) if— (A) any expenditures described in paragraph (1)(A) are properly chargeable to such property, or (B) the adjusted basis of such property includes adjustments for deductions for depletion under section 611."
qualified publicly traded partnership income,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-199A_subsection-e,"means, with respect to any qualified trade or business of a taxpayer, the sum of— (A) the net amount of such taxpayer's allocable share of each qualified item of income, gain, deduction, and loss (as defined in subsection (c)(3) and determined after the application of subsection (c)(4)) from a publicly traded partnership (as defined in section 7704(a)) 2 which is not treated as a corporation under section 7704(c), plus (B) any gain recognized by such taxpayer upon disposition of its interest in such partnership to the extent such gain is treated as an amount realized from the sale or exchange of property other than a capital asset under section 751(a)."
floor plan financing indebtedness,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VI_section-163_subsection-j,"means indebtedness— (i) used to finance the acquisition of motor vehicles held for sale or lease, and (ii) secured by the inventory so acquired."
deemed intangible income,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-VIII_section-250_subsection-b,"means the excess (if any) of— (i) the deduction eligible income of the domestic corporation, over (ii) the deemed tangible income return of the corporation."
overpayment,Concept,title-26_subtitle-F_chapter-65_subchapter-A_section-6401_subsection-a,includes that part of the amount of the payment of any internal revenue tax which is assessed or collected after the expiration of the period of limitation properly applicable thereto.
expatriation date,Concept,title-26_subtitle-A_chapter-1_subchapter-N_part-II_subpart-A_section-877A_subsection-g,"means— (A) the date an individual relinquishes United States citizenship, or (B) in the case of a long-term resident of the United States, the date on which the individual ceases to be a lawful permanent resident of the United States (within the meaning of section 7701(b)(6))."
expatriation date,Concept,title-26_subtitle-D_chapter-45_section-4985_subsection-e,"means, with respect to a corporation, the date on which the corporation first becomes an expatriated corporation."
depreciable property,Concept,title-26_subtitle-A_chapter-1_subchapter-B_part-III_section-108_subsection-d,meaning as when used in section 1017.
depreciable property,Concept,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-453_subsection-f,means property of a character which (in the hands of the transferee) is subject to the allowance for depreciation provided in section 167.
depreciable property,Concept,title-26_subtitle-A_chapter-1_subchapter-O_part-II_section-1017_subsection-b,"means any property of a character subject to the allowance for depreciation, but only if a basis reduction under subsection (a) will reduce the amount of depreciation or amortization which otherwise would be allowable for the period immediately following such reduction."
depreciable property,Concept,title-26_subtitle-A_chapter-1_subchapter-O_part-II_section-1017_subsection-b,includes any real property which is described in section 1221(a)(1).
qualified health insurance premiums,Concept,title-26_subtitle-A_chapter-1_subchapter-D_part-I_subpart-A_section-402_subsection-l,"means premiums for coverage for the eligible retired public safety officer, his spouse, and dependents (as defined in section 152), by an accident or health plan or qualified long-term care insurance contract (as defined in section 7702B(b))."
specified conduct,Concept,title-26_subtitle-F_chapter-76_subchapter-A_section-7408_subsection-c,"means any action, or failure to take action, which is— (1) subject to penalty under section 6700, 6701, 6707, or 6708, or (2) in violation of any requirement under regulations issued under section 330 of title 31, United States Code."
taxable payment,Concept,title-26_subtitle-A_chapter-1_subchapter-N_part-II_subpart-A_section-877A_subsection-d,means with respect to a covered expatriate any payment to the extent it would be includible in the gross income of the covered expatriate if such expatriate continued to be subject to tax as a citizen or resident of the United States.
unpaid losses,Concept,title-26_subtitle-A_chapter-1_subchapter-L_part-III_section-846_subsection-e,includes any unpaid loss adjustment expenses shown on the annual statement.
advance payment,Concept,title-26_subtitle-A_chapter-1_subchapter-E_part-II_subpart-B_section-451_subsection-c,"means any payment— (i) the full inclusion of which in the gross income of the taxpayer for the taxable year of receipt is a permissible method of accounting under this section (determined without regard to this subsection), (ii) any portion of which is included in revenue by the taxpayer in a financial statement described in clause (i) or (ii) of subsection (b)(1)(A) for a subsequent taxable year, and (iii) which is for goods, services, or such other items as may be identified by the Secretary for purposes of this clause."
